# skip.tsv — v011b ui-web 不可译清单（batch1/batch2 裁决 + t2 复用）
# 列：scope<TAB>source<TAB>category
ui	). Submodule changes must be discarded inside the submodule repository.	partial-snippet：完整词条 `${leftovers.length} change…could not be discarded (${listed}). Submodule…` 覆盖
ui	cannot be checked out from AngKorGit — open it in the browser instead.	partial-snippet：完整词条 `This ${forgeNoun(…) } cannot be checked out…` 覆盖
ui	Open a pre-filled pull request page for	partial-snippet：完整词条 `Open a pre-filled pull request page for ${repo?.headBranch}` 覆盖
ui	only on the local branch will be lost.	partial-snippet：完整词条 `${local.ahead} commit…only on the local branch will be lost.` 覆盖
ui	\r\n[could not start shell:	partial-snippet：完整词条 `\r\n[could not start shell: ${…}]` 覆盖
ui	AngKorGit error report\n\n	partial-snippet：完整词条 `AngKorGit error report\n\n${error?.name}…` 覆盖
ui	without leaving AngKorGit	partial-snippet：完整词条 `Create a ${prNoun} for ${repo?.headBranch} without leaving AngKorGit` 覆盖
ui	could not be discarded (	partial-snippet：完整词条 `…could not be discarded (${listed}). Submodule…` 覆盖
ui	could not be discarded:	partial-snippet：完整词条 `…could not be discarded: ${listed}` 覆盖
ui	Worktree ready ·	partial-snippet：完整词条 `Worktree ready · ${basename(created)}` 覆盖
ui	from the stash	partial-snippet：Applied…from the stash / Apply ${diff.path} from the stash 完整词条覆盖
ui	create branch	partial-snippet：完整词条 `create branch ${name.trim()}` 覆盖
ui	staged change	partial-snippet：完整词条 `${remaining.length} staged change${…}` / `Discarded ${before} staged change${…}` 覆盖
ui	Redo failed:	partial-snippet：完整词条 `Redo failed: ${…}` 覆盖
ui	Undo failed:	partial-snippet：完整词条 `Undo failed: ${…}` 覆盖
ui	From commit	partial-snippet：完整词条 `From commit ${dialogContext.slice(0, 8)}` 覆盖
ui	detached @	partial-snippet：完整词条 detached @ ${repo.headOid?.slice(0, 8)} / ${wt.headOid…} 覆盖
ui	At commit	partial-snippet：完整词条 `At commit ${dialogContext.slice(0, 8)}` 覆盖
ui	Create a	partial-snippet：完整词条 `Create a ${prNoun} for ${repo?.headBranch}…` 覆盖
ui	无法在 Finder 中显示文件：	cjk：已中文化词条残片（dict:776 已译）
ui	无法加载 diff：	cjk：已中文化词条残片（dict:137 已译）
ui	${h.header}\n${h.lines.map((l) => `${l.kind === 'addition' ? '+' : l.kind === 'deletion' ? '-' : ' '}${l.content}`).join('\n')}	code：diff 文本生成逻辑（CommitDetails.tsx:85），非 UI 文案
ui	${repoRemotes.map((r) => `${r.name}=${r.url}`).join(',')}|${upstream}	code：仓库指纹序列化（RepositoryPage.tsx:170）
ui	${value.slice(0, selectionStart)}\t${value.slice(selectionEnd)}	code：Tab 键文本处理逻辑（EditorPanel.tsx:144）
