# B1 翻译批次（translator-a · t2）：batch1.tsv 全 123 行处置 —— 可译 92 条（含 3 条完整词条替换残片）/ 不可译 31 条
# 列：scope<TAB>source<TAB>target<TAB>anchor(可选)；source 按长度降序（长串优先，契约 §4.7）
# 占位符 ${...}/{...} 与转义 \n 原样保留（契约 §4.1）；裸词条全部带 anchor（契约 §4.6）
# 不可译 31 条（demo x11 / key x5 / partial-snippet x4 / code x5 / css x2 / ident x3 / brand x1 / term x1）见 skip-ui.tsv
ui	#${pr.number} ${pr.title} — ${pr.author} wants to merge ${pr.sourceBranch} into ${pr.targetBranch}. Double-click to check out, right-click for actions.	#${pr.number} ${pr.title} — ${pr.author} 想要将 ${pr.sourceBranch} 合并到 ${pr.targetBranch}。双击检出，右键查看更多操作。
ui	Replays {dropAction.source}'s commits on top of {dropAction.target} — rewrites history	重放 {dropAction.source} 在 {dropAction.target} 之上的提交——这会重写历史
ui	Could not read ${PROJECT_REVIEW_FILE} — reviewing without project conventions	无法读取 ${PROJECT_REVIEW_FILE}——将不按项目约定进行审查
ui	${cleanHost} is unreachable right now — saving without verification	${cleanHost} 当前不可达——将不经验证保存
ui	${branch.name} — click to filter graph, double-click to checkout	${branch.name} — 点击筛选提交图，双击检出
ui	Could not reach ${host} — check your network or VPN, then retry.	无法访问 ${host}——请检查网络或 VPN 后重试。
ui	Link ${account.username} on ${account.host} to ${profile.label}	将 ${account.host} 上的 ${account.username} 关联到 ${profile.label}
ui	Can't redo "${entry.label}" — the repository has changed since	无法重做“${entry.label}”——仓库此后已发生变化
ui	Can't undo "${entry.label}" — the repository has changed since	无法撤销“${entry.label}”——仓库此后已发生变化
ui	${branch.name} — drag onto a local branch to merge or rebase	${branch.name} — 拖到本地分支上进行合并或变基
ui	${dropAction.target} will be checked out first when merging.	合并时将先检出 ${dropAction.target}。
ui	Saved ${cleanHost} as ${finalUsername} — token not verified	已将 ${finalUsername} 保存到 ${cleanHost}——令牌未验证
ui	${account.username} is now the default for ${account.host}	${account.username} 现在是 ${account.host} 的默认账户
ui	Could not discard "${file}" — the change is still present.	无法丢弃“${file}”——更改仍然存在。
