# skip-rust.tsv（t4 · translator-c 产出）——batch3 清单（rust+core+meta+e2e/test）判定为不译的行 + verify.tsv 裁决
# 列：scope<TAB>source<TAB>reason<TAB>first_loc<TAB>note
# reason 类目见 t1 契约 §3.2：code/ident/css/test-name/demo/brand/protect/command/gitraw/fixture/prompt/dup/cjk
# 核心原则：Rust 运行时耦合串（协议/解析标记/git 惯例/AI 提示词/测试断言）严格甄别为不译，避免破坏功能或 CI 断言
# ---- Rust 运行时代码：协议/解析标记（不译则功能正常，译则损坏） ----
rust	unexpected http status code: 403; class=Http (34)	code	apps/desktop/src-tauri/src/error.rs:119	libgit2 错误文本解析标记（http_status() 按此切分），必须保持英文
rust	unexpected http status code: 401	code	apps/desktop/src-tauri/src/error.rs:158	libgit2 错误文本解析标记（出现 2 次：tests 158 + 模块测试）
rust	unexpected http status code: 402	code	apps/desktop/src-tauri/src/error.rs:115	libgit2 错误文本解析标记（出现 2 次：src 测试 115 + 132）
rust	unexpected http status code: 500	code	apps/desktop/src-tauri/src/error.rs:140	libgit2 错误文本解析标记（模块测试夹具）
rust	unexpected http status code:	code	apps/desktop/src-tauri/src/error.rs:17	HTTP_STATUS_MARKER 常量，切分 libgit2 消息用
rust	Bearer {token}	code	apps/desktop/src-tauri/src/account_check.rs:99	Authorization 头协议值（forge.rs:25 同源），RFC 6750 固定词
rust	Basic {basic}	code	apps/desktop/src-tauri/src/account_check.rs:189	Authorization Basic 协议值（forge.rs:44 同源；forge.rs:137 模块测试断言）
rust	[GNUPG:] SIG_CREATED	code	apps/desktop/src-tauri/src/core/sign.rs:250	gpg --status-fd 输出解析标记（stderr.contains + starts_with 过滤）
rust	\\ No newline at end of file\n	code	apps/desktop/src-tauri/src/core/stage.rs:141	统一 diff 协议标记行，入 patch 文本喂 git apply，不可译
rust	{file_header}@@ -{start},{old_count} +{start},{new_count} @@\n{body}	code	apps/desktop/src-tauri/src/core/stage.rs:276	diff hunk 头语法拼接串，无英文文案可译
rust	Revert \"{summary}\"\n\nThis reverts commit {full_oid}.	code	apps/desktop/src-tauri/src/core/commit.rs:105	git revert 惯例文案：GitHub 等依赖 "Revert"/"This reverts commit" 识别还原提交，译则破坏互操作
# ---- Rust 运行时代码：git 内部 reflog/惯例（与 git CLI 输出保持一致，不本地化） ----
rust	commit: {}	gitraw	apps/desktop/src-tauri/src/core/sign.rs:118	reflog 消息（git 惯例 "commit: <subject>"）
rust	fast-forward merge {branch}	gitraw	apps/desktop/src-tauri/src/core/branch.rs:185	reflog 消息（head_ref.set_target）
rust	pull request checkout	gitraw	apps/desktop/src-tauri/src/core/remote.rs:659	reflog 消息（repo.reference）
rust	AI CLI	ident	apps/desktop/src-tauri/src/ai_cli.rs:330	类别术语（未知 CLI 程序名回退显示标签），保持英文
# ---- Rust 模块测试 / 集成测试：夹具与断言辅助 ----
rust	github.com=dara-work, gitlab.com=dara	fixture	apps/desktop/src-tauri/src/core/remote.rs:726	parse_account_bindings 模块测试输入夹具
rust	nonsense,=user,host=, GitHub.com=Dara	fixture	apps/desktop/src-tauri/src/core/remote.rs:733	parse_account_bindings 模块测试输入夹具
rust	diff mentioning {OUTPUT_FILE_PLACEHOLDER} literally	fixture	apps/desktop/src-tauri/src/ai_cli.rs:418	ai_cli 模块测试提示词夹具（断言原样往返）
rust	command -v {name} || true	command	apps/desktop/src-tauri/src/ai_cli.rs:196	shell 命令片段（PATH 探测脚本）
rust	Test User	fixture	apps/desktop/src-tauri/src/core/sign.rs:324	sign 模块测试 git 身份夹具
rust	missing origin line in: {engine_message:?}	test-name	apps/desktop/src-tauri/tests/git_engine.rs:374	assert! 失败标签（开发向）
rust	message {message:?}	test-name	apps/desktop/src-tauri/tests/git_engine.rs:390	assert_eq 失败标签（开发向）
rust	line should be staged	test-name	apps/desktop/src-tauri/tests/git_engine.rs:612	assert! 失败标签（开发向）
rust	main repo stays intact	test-name	apps/desktop/src-tauri/tests/git_engine.rs:1713	assert! 失败标签（开发向）
rust	dirty worktree must not be removed	test-name	apps/desktop/src-tauri/tests/git_engine.rs:1704	expect_err 标签（断言已用中文错误内容："未提交的更改"）
rust	checkout must refuse a branch checked out in a worktree	test-name	apps/desktop/src-tauri/tests/git_engine.rs:1677	expect_err 标签（断言已用中文错误内容："工作树"）
rust	adding a worktree for the checked-out branch must fail	test-name	apps/desktop/src-tauri/tests/git_engine.rs:1662	expect_err 标签（断言已用中文错误内容："中检出"）
rust	feat: two\n\n(cherry picked from commit {second})\n\n	fixture	apps/desktop/src-tauri/tests/git_engine.rs:306	提交消息夹具；与 git CLI 输出及运行期 append_pick_origin 英文原文逐字节比对，译则 cargo test 失配
rust	feat: one\n\n(cherry picked from commit {first})\n\n	fixture	apps/desktop/src-tauri/tests/git_engine.rs:315	同上（git log 输出比对）
rust	Revert \"add bad file\"	fixture	apps/desktop/src-tauri/tests/git_engine.rs:417	还原提交摘要夹具（依赖 commit.rs:105 不译的 "Revert ..." 消息）
rust	add bad file	fixture	apps/desktop/src-tauri/tests/git_engine.rs:400	提交消息夹具
rust	commit {i}	fixture	apps/desktop/src-tauri/tests/git_engine.rs:476	提交消息夹具
rust	feature {i}	fixture	apps/desktop/src-tauri/tests/git_engine.rs:515	提交消息夹具
rust	chore {i}	fixture	apps/desktop/src-tauri/tests/git_engine.rs:517	提交消息夹具
rust	change a {i}	fixture	apps/desktop/src-tauri/tests/git_engine.rs:836	提交消息夹具
rust	change b {i}	fixture	apps/desktop/src-tauri/tests/git_engine.rs:838	提交消息夹具
rust	change a 4	fixture	apps/desktop/src-tauri/tests/git_engine.rs:855	提交消息夹具（仅存于测试临时仓库）
rust	change a 3	fixture	apps/desktop/src-tauri/tests/git_engine.rs:856	提交消息夹具
rust	change a 2	fixture	apps/desktop/src-tauri/tests/git_engine.rs:857	提交消息夹具
rust	change a 1	fixture	apps/desktop/src-tauri/tests/git_engine.rs:858	提交消息夹具
rust	change a 0	fixture	apps/desktop/src-tauri/tests/git_engine.rs:859	提交消息夹具
rust	production change\n	fixture	apps/desktop/src-tauri/tests/git_engine.rs:1024	工作区文件内容夹具
rust	production change	fixture	apps/desktop/src-tauri/tests/git_engine.rs:1025	提交消息夹具
rust	resolved content\n	fixture	apps/desktop/src-tauri/tests/git_engine.rs:165	冲突解决文件内容夹具
rust	add picked file\n	fixture	apps/desktop/src-tauri/tests/git_engine.rs:271	文件内容夹具
rust	add picked file	fixture	apps/desktop/src-tauri/tests/git_engine.rs:264	提交消息夹具
rust	diverge on master	fixture	apps/desktop/src-tauri/tests/git_engine.rs:335	分叉测试分支/提交夹具
rust	master change\n	fixture	apps/desktop/src-tauri/tests/git_engine.rs:154	文件内容夹具
rust	master change	fixture	apps/desktop/src-tauri/tests/git_engine.rs:814	提交消息夹具
rust	source change\n	fixture	apps/desktop/src-tauri/tests/git_engine.rs:328	文件内容夹具
rust	change a add c	fixture	apps/desktop/src-tauri/tests/git_engine.rs:1508	提交消息夹具
rust	feature commit	fixture	apps/desktop/src-tauri/tests/git_engine.rs:896	提交消息夹具
rust	feature work\n	fixture	apps/desktop/src-tauri/tests/git_engine.rs:125	文件内容夹具
rust	feature work	fixture	apps/desktop/src-tauri/tests/git_engine.rs:126	提交消息夹具（出现 4 次）
rust	other change\n	fixture	apps/desktop/src-tauri/tests/git_engine.rs:150	文件内容夹具
rust	change b only	fixture	apps/desktop/src-tauri/tests/git_engine.rs:644	提交消息夹具
