# 批次 batch2.tsv（website + docs）：translate 33 条；source 按长度降序（长串优先）
# 列：scope<TAB>source<TAB>require_anchor<TAB>sync<TAB>hint<TAB>first_loc<TAB>occurrences
website	Angkor Git (AngKorGit) 是一款快速、免费、开源的 Git 客户端与 Git GUI，适用于 macOS、Windows 和 Linux，基于 Tauri v2、Rust 与 libgit2 原生构建。可视化提交图、并排 diff 审查、可视化冲突解决与 AI 辅助。	translate	new	待译	apps/website/src/lib/site.ts:23	1
website	" viewBox="0 0 24 24" fill="none" stroke="currentColor" stroke-width="2" stroke-linecap="round" stroke-linejoin="round" aria-hidden="true">	translate	new	待译	apps/website/src/components/mock/icons.ts:44	1
website	一个词，AngKorGit。也有人写作 Angkor Git、angkorgit 或 GitAngkor，指的都是这个应用。angkorgit.app 是唯一的官方网站，代码托管在 GitHub 的 cheat2001/angkorgit 仓库。	translate	new	待译	apps/website/src/components/Questions.astro:6	1
website	-o "$env:TEMP\\AngKorGit-setup.exe"; Start-Process "$env:TEMP\\AngKorGit-setup.exe"	translate	new	待译	apps/website/src/components/Install.astro:68	1
website	无遥测、无崩溃报告、无需账户。唯一的网络流量是 git 本身、针对 GitHub releases 的更新检查，以及你选择启用的 AI 提供方。	translate	new	待译	apps/website/src/components/Questions.astro:18	1
website	AngKorGit（Angkor Git）——快速、免费的 Git 客户端与 Git GUI，支持 macOS、Windows 和 Linux	translate	new	待译	apps/website/src/lib/site.ts:21	1
website	return render(rows, { palette, animate: true });	translate	new	待译	apps/website/src/components/mock/Conflicts.astro:10	1
website	Start-Process "$env:TEMP\\AngKorGit-setup.exe"	translate	new	待译	apps/website/src/components/Install.astro:66	1
website	AngKorGit · 面向 macOS、Windows、Linux 的 Git 客户端	translate	jsx-text	JSX 文本	apps/website/src/components/Hero.astro:20	1
website	export function drawGraph(rows: Row[]) {	translate	new	待译	apps/website/src/components/mock/Conflicts.astro:8	1
website	import { render } from './renderer';	translate	new	待译	apps/website/src/components/mock/Conflicts.astro:6	1
website	-o "$env:TEMP\\AngKorGit-setup.exe"	translate	new	待译	apps/website/src/components/Install.astro:65	1
website	const palette = useThemePalette();	translate	new	待译	apps/website/src/components/mock/Conflicts.astro:10	1
website	Tauri 2 · Rust · libgit2 · React	translate	jsx-text	JSX 文本	apps/website/src/components/Footer.astro:59	1
website	return render(rows, { colors });	translate	new	待译	apps/website/src/components/mock/Conflicts.astro:11	1
website	scale(${frame.clientWidth / w})	translate	new	待译	apps/website/src/components/mock/Frame.astro:17	1
website	const colors = legacyColors();	translate	new	待译	apps/website/src/components/mock/Conflicts.astro:11	1
website	来自 GitHub releases 的签名验证更新	translate	new	待译	apps/website/src/components/SpecSheet.astro:63	1
website	Intel 与 Apple Silicon，单文件	translate	new	待译	apps/website/src/components/Install.astro:10	1
website	WIP on main: experiment …	translate	jsx-text	JSX 文本	apps/website/src/components/mock/Sidebar.astro:29	1
website	AngKorGit 还是 Angkor Git？	translate	new	待译	apps/website/src/components/Questions.astro:5	1
website	feature/* → feat(scope):	translate	jsx-text	JSX 文本	apps/website/src/components/AiSection.astro:63	1
website	angkorgit-feature-di…	translate	jsx-text	JSX 文本裸词，须配 anchor	apps/website/src/components/mock/Sidebar.astro:18	1
website	macOS, Windows, Linux	translate	new	待译	apps/website/src/layouts/Base.astro:24	1
docs	## 1. DNS（Hostinger）	translate	new	待译	docs/Launch-Checklist.md:6	1
website	AppImage、.deb 和 .rpm	translate	new	待译	apps/website/src/components/Install.astro:22	1
website	angkorgit-fix-stash…	translate	jsx-text	JSX 文本裸词，须配 anchor	apps/website/src/components/mock/Sidebar.astro:19	1
website	Windows（PowerShell）	translate	attr-ui	属性文案（label），裸词须配 anchor	apps/website/src/components/Install.astro:63	1
website	Mac（Homebrew）	translate	jsx-text	JSX 文本裸词，须配 anchor	apps/website/src/components/Install.astro:13	1
website	angkorgit.app	translate	jsx-text	JSX 文本裸词，须配 anchor	apps/website/src/components/HeroGraph.astro:5	1
website	drawGraph.ts	translate	jsx-text	JSX 文本裸词，须配 anchor	apps/website/src/components/mock/Conflicts.astro:8	2
website	HEAD	translate	jsx-text	JSX 文本裸词，须配 anchor	apps/website/src/components/Commit.astro:27	1
website	init	translate	jsx-text	JSX 文本裸词，须配 anchor	apps/website/src/components/Story.astro:6	1
