# skip-misc.tsv（t19 · translator-c 产出，F7-3）——misc 候选判定为不译的行（含 verify 裁决）
# 列：scope<TAB>source<TAB>reason<TAB>first_loc<TAB>note
# reason 类目见 t1 契约 §3.2：code/ident/css/test-name/demo/brand/protect/command/gitraw/fixture/prompt/dup/cjk
# 另增本批次惯例类目：zh=行已中文化（扫描器对品牌/技术词误报）；covered=长词条整行替换已覆盖（不单独成条）
# ---- ui：已中文化（扫描器对品牌/技术词误报，34→35 条含 verify 1 条） ----
ui	AI 请求失败：${(error as { message?: string } | null)?.message ?? String(error)}	zh	apps/desktop/src/features/commit/WorkingCopyPanel.tsx:548	已中文化；${} 为代码模板
ui	使用本机已安装的 AI CLI——Claude Code、Codex、Gemini CLI、OpenCode 或 Antigravity——以其自身的登录与配额运行，无需 API 密钥。	zh	apps/desktop/src/features/settings/SettingsDialog.tsx:1139	已中文化；品牌名保留
ui	请安装 Claude Code、Codex CLI、Gemini CLI、OpenCode 或 Antigravity CLI，然后重新扫描。	zh	apps/desktop/src/features/settings/SettingsDialog.tsx:390	已中文化；品牌名保留
ui	具有 read:repository:bitbucket + write:repository:bitbucket 权限范围的 API 令牌	zh	apps/desktop/src/features/settings/AccountsTab.tsx:80	已中文化；scope 名保留
ui	无法切换到 ${main.name}：${(error as { message?: string }).message ?? error}	zh	apps/desktop/src/features/sidebar/Sidebar.tsx:350	已中文化
ui	无法打开 ${held.name}：${(error as { message?: string }).message ?? error}	zh	apps/desktop/src/features/graph/CommitGraph.tsx:295	已中文化
ui	无法在 Finder 中显示文件：${(error as { message?: string }).message ?? error}	zh	apps/desktop/src/features/commit/WorkingCopyPanel.tsx:1089	已中文化；Finder 品牌保留
ui	无法打开 ${wt.name}：${(error as { message?: string }).message ?? error}	zh	apps/desktop/src/features/sidebar/Sidebar.tsx:291	已中文化
ui	无法打开 ${file}：${(error as { message?: string }).message ?? error}	zh	apps/desktop/src/features/editor/EditorPanel.tsx:36	已中文化
ui	无法读取 ${file}：${(error as { message?: string }).message ?? error}	zh	apps/desktop/src/features/conflicts/ConflictResolver.tsx:176	已中文化
ui	${label} 失败：${(error as { message?: string }).message ?? error}	zh	apps/desktop/src/components/CommandPalette.tsx:140	已中文化
ui	无法加载 diff：${(error as { message?: string }).message ?? error}	zh	apps/desktop/src/features/history/FileHistoryPanel.tsx:165	已中文化
ui	应用失败：${(error as { message?: string }).message ?? error}	zh	apps/desktop/src/features/inspector/CommitDetails.tsx:281	已中文化
ui	提交失败：${(error as { message?: string }).message ?? error}	zh	apps/desktop/src/features/commit/WorkingCopyPanel.tsx:640	已中文化
ui	无法打开：${(error as { message?: string }).message ?? error}	zh	apps/desktop/src/components/CommandPalette.tsx:160	已中文化
ui	拣选失败：${(error as { message?: string }).message ?? error}	zh	apps/desktop/src/features/repository/RepoDialogs.tsx:132	已中文化
ui	继续失败：${(error as { message?: string }).message ?? error}	zh	apps/desktop/src/components/CommandPalette.tsx:171	已中文化
ui	清除失败：${(error as { message?: string }).message ?? error}	zh	apps/desktop/src/components/CommandPalette.tsx:217	已中文化
ui	移除失败：${(error as { message?: string }).message ?? error}	zh	apps/desktop/src/features/settings/AccountsTab.tsx:346	已中文化
ui	连接失败：${(error as { message?: string }).message ?? error}	zh	apps/desktop/src/features/settings/AccountsTab.tsx:335	已中文化
ui	更新失败：${(error as { message?: string }).message ?? error}	zh	apps/desktop/src/features/updater/check.ts:32	已中文化
